name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
CAT-13a,[H][C]1=[C]([H])[C]([C]2=[C]([H])[C]([C@]3([C]([H])([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]3[H])=[C]([H])[C]([H])=[C]2[H])=[C]([H])[C]([Cl])=[C]1[H],-8.43,0.0,-7.65,0.11
CAT-13m,[H][C]1=[N][C]([H])=[C]([C@@]2([C]3=[C]([H])[C]([H])=[C]([H])[C]([C]4=[C]([H])[C]([Cl])=[C]([H])[C]([H])=[C]4[H])=[C]3[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]2[H])[C]([H])=[N]1,-8.35,0.0,-8.93,0.13
CAT-17g,[H][C]1=[N][C]([H])=[C]([F])[C]([H])=[C]1[C]1=[C]([H])[C]([C@]2([C]3([H])[C]([H])([H])[C]3([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]2[H])=[C]([H])[C]([H])=[C]1[H],-9.33,0.0,-8.45,0.15
CAT-17i,[H][C]1=[N][C]([H])=[C]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([C@]2([C]3([H])[C]([H])([H])[C]3([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]2[H])=[C]([H])[C]([H])=[C]1[H],-9.06,0.0,-9.45,0.12
CAT-13b,[H][C]1=[C]([H])[C]([C]2=[C]([H])[C]([C@]3([C]([H])([H])[C]([H])([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]3[H])=[C]([H])[C]([H])=[C]2[H])=[C]([H])[C]([Cl])=[C]1[H],-8.71,0.0,-8.13,0.22
CAT-13c,[H][C]1=[C]([H])[C]([C]2=[C]([H])[C]([C@]3([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]3[H])=[C]([H])[C]([H])=[C]2[H])=[C]([H])[C]([Cl])=[C]1[H],-8.92,0.0,-7.26,0.30
CAT-13d,[H][C]1=[C]([H])[C]([C]2=[C]([H])[C]([C@]3([C]4([H])[C]([H])([H])[C]4([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]3[H])=[C]([H])[C]([H])=[C]2[H])=[C]([H])[C]([Cl])=[C]1[H],-10.06,0.0,-10.04,0.14
CAT-13f,[H][C]1=[C]([H])[C]([C]2=[C]([H])[C]([C@]3([C]4([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]4([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]3[H])=[C]([H])[C]([H])=[C]2[H])=[C]([H])[C]([Cl])=[C]1[H],-8.69,0.0,-8.55,0.21
CAT-13h,[H][C]1=[C]([H])[C]([C]2=[C]([H])[C]([C@]3([C]4([C]([H])([H])[H])[C]([H])([H])[C]4([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]3[H])=[C]([H])[C]([H])=[C]2[H])=[C]([H])[C]([Cl])=[C]1[H],-9.23,0.0,-9.09,0.20
CAT-13i,[H][C]1=[C]([H])[C]([C]2=[C]([H])[C]([C@]3([C]([H])([H])[C]4([H])[C]([H])([H])[C]4([H])[H])[C](=[O])[N]([C]([H])([H])[H])[C]([N]([H])[H])=[N+]3[H])=[C]([H])[C]([H])=[C]2[H])=[C]([H])[C]([Cl])=[C]1[H],-8.86,0.0,-9.08,0.30
