name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
17124-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)Br)OC)N)C#N,-9.76,0.29,-11.07,0.05
18631-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccccc2OC)N)C#N,-9.5,0.23,-9.50,0.05
18634-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(ccc2OC)OC)N)C#N,-10.09,0.04,-10.51,0.04
18626-1,CCOc1c(c(cc(n1)NC(=O)Cc2cccc(c2)Cl)N)C#N,-8.95,0.14,-8.95,0.03
18624-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccccc2)N)C#N,-8.57,0.15,-7.85,0.03
18625-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccccc2Cl)N)C#N,-8.18,0.16,-7.50,0.04
18627-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccc(cc2)Cl)N)C#N,-8.56,0.17,-8.48,0.05
18628-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccccc2C)N)C#N,-8.78,0.18,-7.77,0.04
18630-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccc(cc2)C)N)C#N,-9.23,0.01,-8.19,0.05
18632-1,CCOc1c(c(cc(n1)NC(=O)Cc2cccc(c2)OC)N)C#N,-9.17,0.27,-8.76,0.04
18658-1,COc1ccc(c(c1)CC(=O)Nc2cc(c(c(n2)OCCO)C#N)N)OC,-9.79,0.09,-9.85,0.11
18659-1,COCCOc1c(c(cc(n1)NC(=O)Cc2cc(ccc2OC)OC)N)C#N,-9.55,0.07,-9.80,0.15
18660-1,COc1ccc(c(c1)CC(=O)Nc2cc(c(c(n2)OCCS(=O)(=O)C)C#N)N)OC,-8.78,0.07,-9.39,0.16
18629-1,CCOc1c(c(cc(n1)NC(=O)Cc2cccc(c2)C)N)C#N,-8.75,0.08,-8.28,0.07
18652-1,CC(C)Oc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)S(=O)(=O)C)OC)N)C#N,-10.78,0.09,-10.80,0.13
18633-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccc(cc2)OC)N)C#N,-9.26,0.2,-8.58,0.05
18637-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)NC(=O)C)OC)N)C#N,-10.23,0.27,-11.08,0.06
18635-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(ccc2C)C)N)C#N,-7.35,0.09,-7.69,0.08
18636-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(ccc2Br)Br)N)C#N,-7.58,0.32,-7.41,0.05
18638-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)S(=O)(=O)C)OC)N)C#N,-10.19,0.08,-10.57,0.08
18639-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)[N+](=O)[O-])OC)N)C#N,-9.83,0.12,-10.85,0.09
