name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
17124-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)Br)OC)N)C#N,-9.76,0.29,-11.64,0.13
18631-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccccc2OC)N)C#N,-9.5,0.23,-9.48,0.10
18634-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(ccc2OC)OC)N)C#N,-10.09,0.04,-11.05,0.13
18626-1,CCOc1c(c(cc(n1)NC(=O)Cc2cccc(c2)Cl)N)C#N,-8.95,0.14,-8.08,0.08
18624-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccccc2)N)C#N,-8.57,0.15,-7.07,0.08
18625-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccccc2Cl)N)C#N,-8.18,0.16,-7.07,0.13
18627-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccc(cc2)Cl)N)C#N,-8.56,0.17,-7.89,0.12
18628-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccccc2C)N)C#N,-8.78,0.18,-7.81,0.14
18630-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccc(cc2)C)N)C#N,-9.23,0.01,-7.67,0.12
18632-1,CCOc1c(c(cc(n1)NC(=O)Cc2cccc(c2)OC)N)C#N,-9.17,0.27,-8.17,0.09
18658-1,COc1ccc(c(c1)CC(=O)Nc2cc(c(c(n2)OCCO)C#N)N)OC,-9.79,0.09,-11.30,0.24
18659-1,COCCOc1c(c(cc(n1)NC(=O)Cc2cc(ccc2OC)OC)N)C#N,-9.55,0.07,-10.60,0.18
18660-1,COc1ccc(c(c1)CC(=O)Nc2cc(c(c(n2)OCCS(=O)(=O)C)C#N)N)OC,-8.78,0.07,-9.72,0.16
18629-1,CCOc1c(c(cc(n1)NC(=O)Cc2cccc(c2)C)N)C#N,-8.75,0.08,-7.61,0.16
18652-1,CC(C)Oc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)S(=O)(=O)C)OC)N)C#N,-10.78,0.09,-10.91,0.40
18633-1,CCOc1c(c(cc(n1)NC(=O)Cc2ccc(cc2)OC)N)C#N,-9.26,0.2,-8.01,0.10
18637-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)NC(=O)C)OC)N)C#N,-10.23,0.27,-11.72,0.25
18635-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(ccc2C)C)N)C#N,-7.35,0.09,-7.56,0.13
18636-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(ccc2Br)Br)N)C#N,-7.58,0.32,-6.71,0.15
18638-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)S(=O)(=O)C)OC)N)C#N,-10.19,0.08,-11.30,0.22
18639-1,CCOc1c(c(cc(n1)NC(=O)Cc2cc(c(cc2OC)[N+](=O)[O-])OC)N)C#N,-9.83,0.12,-11.53,0.14
