name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_20667_2qbp_23479,lig_20667_2qbp,lig_23479,2.299999999999999,0.0,1.11,0.42
edge_20667_2qbp_23482,lig_20667_2qbp,lig_23482,1.4299999999999997,0.0,0.38,0.38
edge_20667_2qbp_23484,lig_20667_2qbp,lig_23484,3.709999999999999,0.0,2.10,0.60
edge_20667_2qbp_23485,lig_20667_2qbp,lig_23485,0.41999999999999993,0.0,2.45,0.29
edge_20667_2qbp_23486,lig_20667_2qbp,lig_23486,-1.0500000000000007,0.0,1.24,0.02
edge_23482_23479,lig_23482,lig_23479,0.8699999999999992,0.0,1.01,0.29
edge_23482_23485,lig_23482,lig_23485,-1.0099999999999998,0.0,1.57,0.30
edge_23482_23486,lig_23482,lig_23486,-2.4800000000000004,0.0,0.32,0.32
edge_23484_23479,lig_23484,lig_23479,-1.4100000000000001,0.0,-2.21,0.80
edge_23484_23482,lig_23484,lig_23482,-2.2799999999999994,0.0,-3.04,0.38
edge_23484_23485,lig_23484,lig_23485,-3.289999999999999,0.0,0.05,1.19
edge_23484_23486,lig_23484,lig_23486,-4.76,0.0,-1.20,0.52
edge_23485_23479,lig_23485,lig_23479,1.879999999999999,0.0,-0.98,0.65
edge_23486_23479,lig_23486,lig_23479,3.3499999999999996,0.0,-0.67,0.35
edge_23486_23485,lig_23486,lig_23485,1.4700000000000006,0.0,0.46,0.37
edge_20669_2qbr_23466,lig_20669_2qbr,lig_23466,0.7699999999999996,0.0,1.85,0.33
edge_20669_2qbr_23472,lig_20669_2qbr,lig_23472,-0.040000000000000924,0.0,0.13,0.40
edge_23466_23475,lig_23466,lig_23475,-0.8800000000000008,0.0,-1.14,0.65
edge_20670_2qbs_23330_2qbq,lig_20670_2qbs,lig_23330_2qbq,-1.0500000000000007,0.0,-0.96,0.33
edge_20670_2qbs_23466,lig_20670_2qbs,lig_23466,1.25,0.0,0.93,0.48
edge_20670_2qbs_23477,lig_20670_2qbs,lig_23477,0.2400000000000002,0.0,0.51,0.16
edge_20670_2qbs_23479,lig_20670_2qbs,lig_23479,-0.0600000000000005,0.0,-0.06,0.23
edge_20670_2qbs_23482,lig_20670_2qbs,lig_23482,-0.9299999999999997,0.0,-0.82,0.45
edge_20670_2qbs_23483,lig_20670_2qbs,lig_23483,-0.8000000000000007,0.0,-0.96,0.33
edge_23477_23330_2qbq,lig_23477,lig_23330_2qbq,-1.290000000000001,0.0,-2.13,0.40
edge_23477_23466,lig_23477,lig_23466,1.0099999999999998,0.0,0.33,0.14
edge_23477_23467,lig_23477,lig_23467,1.5199999999999996,0.0,0.20,0.66
edge_23477_23479,lig_23477,lig_23479,-0.3000000000000007,0.0,-0.36,0.29
edge_23477_23482,lig_23477,lig_23482,-1.17,0.0,-1.57,0.18
edge_23477_23483,lig_23477,lig_23483,-1.040000000000001,0.0,-0.65,0.55
edge_23483_23479,lig_23483,lig_23479,0.7400000000000002,0.0,0.90,0.33
edge_23467_23466,lig_23467,lig_23466,-0.5099999999999998,0.0,-0.27,0.17
edge_23467_23468,lig_23467,lig_23468,-0.41000000000000014,0.0,-0.04,0.19
edge_23467_23469,lig_23467,lig_23469,-0.3799999999999999,0.0,-0.11,0.58
edge_23467_23470,lig_23467,lig_23470,-0.3799999999999999,0.0,-0.13,0.18
edge_23467_23473,lig_23467,lig_23473,-1.0600000000000005,0.0,-0.51,0.22
edge_23467_23474,lig_23467,lig_23474,-1.7899999999999991,0.0,-1.90,0.31
edge_23467_23475,lig_23467,lig_23475,-1.3900000000000006,0.0,-1.80,0.34
edge_23467_23476,lig_23467,lig_23476,-2.09,0.0,-1.32,1.00
edge_23469_20669_2qbr,lig_23469,lig_20669_2qbr,-0.8999999999999995,0.0,-0.16,0.12
edge_23469_23472,lig_23469,lig_23472,-0.9400000000000004,0.0,-2.66,1.36
edge_23473_20669_2qbr,lig_23473,lig_20669_2qbr,-0.21999999999999886,0.0,-0.35,0.11
edge_23474_23466,lig_23474,lig_23466,1.2799999999999994,0.0,2.59,0.47
edge_23476_23466,lig_23476,lig_23466,1.58,0.0,1.70,0.37
edge_23471_23466,lig_23471,lig_23466,-0.09999999999999964,0.0,-0.30,0.07
edge_23471_23468,lig_23471,lig_23468,0.0,0.0,0.14,0.05
edge_23471_23470,lig_23471,lig_23470,0.03000000000000025,0.0,0.03,0.10
edge_23480_23479,lig_23480,lig_23479,-0.4299999999999997,0.0,0.95,1.11
edge_23480_23482,lig_23480,lig_23482,-1.299999999999999,0.0,-1.37,1.03
