name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_20667_2qbp_23482,lig_20667_2qbp,lig_23482,1.4299999999999997,0.0,0.17,0.52
edge_20667_2qbp_23485,lig_20667_2qbp,lig_23485,0.41999999999999993,0.0,0.31,0.85
edge_20667_2qbp_23486,lig_20667_2qbp,lig_23486,-1.0500000000000007,0.0,-0.46,0.55
edge_23482_23479,lig_23482,lig_23479,0.8699999999999992,0.0,0.10,0.44
edge_23482_23485,lig_23482,lig_23485,-1.0099999999999998,0.0,1.24,0.63
edge_23482_23486,lig_23482,lig_23486,-2.4800000000000004,0.0,-2.00,0.84
edge_23486_23485,lig_23486,lig_23485,1.4700000000000006,0.0,2.21,0.47
edge_20669_2qbr_23472,lig_20669_2qbr,lig_23472,-0.040000000000000924,0.0,-1.68,1.06
edge_20670_2qbs_23330_2qbq,lig_20670_2qbs,lig_23330_2qbq,-1.0500000000000007,0.0,-0.58,0.23
edge_20670_2qbs_23477,lig_20670_2qbs,lig_23477,0.2400000000000002,0.0,0.67,0.34
edge_20670_2qbs_23479,lig_20670_2qbs,lig_23479,-0.0600000000000005,0.0,0.64,0.27
edge_20670_2qbs_23482,lig_20670_2qbs,lig_23482,-0.9299999999999997,0.0,-0.10,0.47
edge_23477_23330_2qbq,lig_23477,lig_23330_2qbq,-1.290000000000001,0.0,-2.37,0.51
edge_23477_23467,lig_23477,lig_23467,1.5199999999999996,0.0,0.20,0.55
edge_23477_23479,lig_23477,lig_23479,-0.3000000000000007,0.0,-0.16,0.25
edge_23477_23482,lig_23477,lig_23482,-1.17,0.0,-1.46,0.63
edge_23466_23475,lig_23466,lig_23475,-0.8800000000000008,0.0,-1.48,0.37
edge_23467_23466,lig_23467,lig_23466,-0.5099999999999998,0.0,-0.37,0.33
edge_23467_23468,lig_23467,lig_23468,-0.41000000000000014,0.0,0.02,0.15
edge_23467_23469,lig_23467,lig_23469,-0.3799999999999999,0.0,-0.27,0.70
edge_23467_23473,lig_23467,lig_23473,-1.0600000000000005,0.0,-0.78,0.86
edge_23467_23475,lig_23467,lig_23475,-1.3900000000000006,0.0,-0.72,0.48
edge_23469_20669_2qbr,lig_23469,lig_20669_2qbr,-0.8999999999999995,0.0,-0.20,0.34
edge_23469_23472,lig_23469,lig_23472,-0.9400000000000004,0.0,-1.22,0.32
edge_23473_20669_2qbr,lig_23473,lig_20669_2qbr,-0.21999999999999886,0.0,0.87,0.21
edge_23471_23466,lig_23471,lig_23466,-0.09999999999999964,0.0,-0.20,0.44
edge_23471_23468,lig_23471,lig_23468,0.0,0.0,-0.40,0.22
edge_23471_23470,lig_23471,lig_23470,0.03000000000000025,0.0,0.19,0.29
edge_23483_23479,lig_23483,lig_23479,0.7400000000000002,0.0,0.26,0.83
