,val,err,aerr,conv,env,repeat,target,edge,failed
0,-6.4340344168260035,0.13862332695984703,,,water,1,jnk1,edge_17124-1_18634-1,False
1,-5.666826003824092,0.08365200764818355,,,complex,1,jnk1,edge_17124-1_18634-1,False
2,-6.3049713193116625,0.11950286806883365,,,water,2,jnk1,edge_17124-1_18634-1,False
3,-6.0325047801147225,0.08604206500956021,,,complex,2,jnk1,edge_17124-1_18634-1,False
4,-6.381453154875716,0.10755258126195029,,,water,3,jnk1,edge_17124-1_18634-1,False
5,-5.922562141491396,0.07648183556405354,,,complex,3,jnk1,edge_17124-1_18634-1,False
6,-0.12667304015296368,0.06931166347992351,,,water,1,jnk1,edge_18626-1_18624-1,False
7,0.9153919694072657,0.05497131931166348,,,complex,1,jnk1,edge_18626-1_18624-1,False
8,-0.20315487571701718,0.09082217973231357,,,water,2,jnk1,edge_18626-1_18624-1,False
9,0.8508604206500956,0.06453154875717017,,,complex,2,jnk1,edge_18626-1_18624-1,False
10,-0.13145315487571702,0.08604206500956021,,,water,3,jnk1,edge_18626-1_18624-1,False
11,1.1496175908221795,0.05975143403441682,,,complex,3,jnk1,edge_18626-1_18624-1,False
12,2.368546845124283,0.09560229445506692,,,water,1,jnk1,edge_18636-1_18625-1,False
13,2.373326959847036,0.06692160611854685,,,complex,1,jnk1,edge_18636-1_18625-1,False
14,2.270554493307839,0.09082217973231357,,,water,2,jnk1,edge_18636-1_18625-1,False
15,2.533460803059273,0.09082217973231357,,,complex,2,jnk1,edge_18636-1_18625-1,False
16,2.4020076481835564,0.10038240917782026,,,water,3,jnk1,edge_18636-1_18625-1,False
17,2.923040152963671,0.09321223709369025,,,complex,3,jnk1,edge_18636-1_18625-1,False
18,7.519120458891013,0.11711281070745697,,,water,1,jnk1,edge_18632-1_18624-1,False
19,7.970841300191204,0.08604206500956021,,,complex,1,jnk1,edge_18632-1_18624-1,False
20,7.49282982791587,0.10277246653919693,,,water,2,jnk1,edge_18632-1_18624-1,False
21,8.518164435946462,0.09799235181644358,,,complex,2,jnk1,edge_18632-1_18624-1,False
22,7.370936902485659,0.10038240917782026,,,water,3,jnk1,edge_18632-1_18624-1,False
23,8.298279158699808,0.10755258126195029,,,complex,3,jnk1,edge_18632-1_18624-1,False
24,3.3006692160611855,0.09082217973231357,,,water,1,jnk1,edge_18635-1_18625-1,False
25,3.4082217973231357,0.06931166347992351,,,complex,1,jnk1,edge_18635-1_18625-1,False
26,3.1668260038240916,0.09799235181644358,,,water,2,jnk1,edge_18635-1_18625-1,False
27,3.5468451242829824,0.05975143403441682,,,complex,2,jnk1,edge_18635-1_18625-1,False
28,3.267208413001912,0.0788718929254302,,,water,3,jnk1,edge_18635-1_18625-1,False
29,3.675908221797323,0.06453154875717017,,,complex,3,jnk1,edge_18635-1_18625-1,False
30,3.0210325047801145,0.11711281070745697,,,water,1,jnk1,edge_18626-1_18658-1,False
31,-0.004780114722753346,0.2198852772466539,,,complex,1,jnk1,edge_18626-1_18658-1,False
32,2.7652963671128106,0.15535372848948376,,,water,2,jnk1,edge_18626-1_18658-1,False
33,1.4603250478011471,0.27485659655831735,,,complex,2,jnk1,edge_18626-1_18658-1,False
34,3.011472275334608,0.1410133843212237,,,water,3,jnk1,edge_18626-1_18658-1,False
35,0.6333652007648183,0.3608986615678776,,,complex,3,jnk1,edge_18626-1_18658-1,False
36,2.418738049713193,0.18881453154875716,,,water,1,jnk1,edge_18639-1_18658-1,False
37,3.1763862332695982,0.15296367112810708,,,complex,1,jnk1,edge_18639-1_18658-1,False
38,2.163001912045889,0.14579349904397704,,,water,2,jnk1,edge_18639-1_18658-1,False
39,2.222753346080306,0.1744741873804971,,,complex,2,jnk1,edge_18639-1_18658-1,False
40,2.394837476099426,0.1601338432122371,,,water,3,jnk1,edge_18639-1_18658-1,False
41,2.956500956022944,0.13623326959847035,,,complex,3,jnk1,edge_18639-1_18658-1,False
42,2.029158699808795,0.09799235181644358,,,water,1,jnk1,edge_18626-1_18625-1,False
43,2.5478011472275335,0.08365200764818355,,,complex,1,jnk1,edge_18626-1_18625-1,False
44,2.292065009560229,0.09321223709369025,,,water,2,jnk1,edge_18626-1_18625-1,False
45,3.107074569789675,0.09560229445506692,,,complex,2,jnk1,edge_18626-1_18625-1,False
