name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_0529_6770,lig_0529,lig_6770,1.71,2.77,2.43,0.25
edge_6770_8550,lig_6770,lig_8550,-1.9699999999999998,2.77,-1.68,0.29
edge_6770_8794,lig_6770,lig_8794,-2.4099999999999993,2.77,-1.24,0.27
edge_0681_1537,lig_0681,lig_1537,0.16999999999999993,0.0,0.92,0.06
edge_0681_1872,lig_0681,lig_1872,-0.10999999999999943,0.0,-0.47,0.06
edge_0681_5109,lig_0681,lig_5109,-0.03999999999999915,0.0,1.60,0.15
edge_0681_6770,lig_0681,lig_6770,1.6800000000000006,2.77,2.34,0.27
edge_0681_7454,lig_0681,lig_7454,1.5200000000000005,1.65,1.14,0.09
edge_1537_0529,lig_1537,lig_0529,-0.1999999999999993,0.0,-2.12,0.07
edge_1537_6770,lig_1537,lig_6770,1.5100000000000007,2.77,1.42,0.23
edge_1872_6674,lig_1872,lig_6674,-0.6699999999999999,0.0,0.87,0.06
edge_1872_6770,lig_1872,lig_6770,1.79,2.77,2.57,0.24
edge_0798_1859,lig_0798,lig_1859,1.7599999999999998,1.76,1.60,0.24
edge_0798_4451,lig_0798,lig_4451,1.9700000000000006,1.96,2.52,0.25
edge_0798_6770,lig_0798,lig_6770,2.7800000000000002,2.77,2.68,0.26
edge_0798_7447,lig_0798,lig_7447,1.620000000000001,1.62,2.89,0.29
edge_0798_9022,lig_0798,lig_9022,1.42,1.41,0.83,0.17
edge_1859_2879,lig_1859,lig_2879,-0.5399999999999991,1.76,1.10,0.11
edge_1859_4326,lig_1859,lig_4326,1.0600000000000005,3.9444264475332784,3.30,0.15
edge_1859_8654,lig_1859,lig_8654,-2.469999999999999,1.76,-0.92,0.26
edge_1859_9373,lig_1859,lig_9373,-2.24,1.76,-3.06,0.25
edge_4451_6674,lig_4451,lig_6674,-1.6500000000000004,1.96,-1.27,0.25
edge_7447_2606,lig_7447,lig_2606,-0.7100000000000009,1.62,-2.32,0.20
edge_7447_4326,lig_7447,lig_4326,1.1999999999999993,3.883979917558792,2.25,0.28
edge_7447_4451,lig_7447,lig_4451,0.34999999999999964,2.5428330656966063,-0.86,0.20
edge_7447_9373,lig_7447,lig_9373,-2.1000000000000014,1.62,-3.65,0.11
edge_9022_2879,lig_9022,lig_2879,-0.1999999999999993,1.41,2.19,0.09
edge_9022_9373,lig_9022,lig_9373,-1.9000000000000004,1.41,-2.03,0.07
edge_1495_2606,lig_1495,lig_2606,-1.5199999999999996,1.37,-2.51,0.28
edge_1495_3040,lig_1495,lig_3040,-1.4499999999999993,1.37,-1.91,0.33
edge_1495_5109,lig_1495,lig_5109,-1.3699999999999992,1.37,-0.72,0.33
edge_1495_6691,lig_1495,lig_6691,-1.879999999999999,1.37,-0.89,0.25
edge_2606_3053,lig_2606,lig_3053,1.5600000000000005,2.83,1.95,0.10
edge_3040_3053,lig_3040,lig_3053,1.4900000000000002,2.83,1.70,0.11
edge_6691_5109,lig_6691,lig_5109,0.5099999999999998,0.0,0.18,0.06
edge_6691_9373,lig_6691,lig_9373,-1.0300000000000011,0.0,-3.79,0.16
edge_2879_1872,lig_2879,lig_1872,-0.23000000000000043,0.0,-2.89,0.06
edge_2879_6770,lig_2879,lig_6770,1.5599999999999996,2.77,-0.16,0.25
edge_4326_8654,lig_4326,lig_8654,-3.5299999999999994,3.53,-5.22,0.19
edge_8654_0529,lig_8654,lig_0529,1.7799999999999994,0.0,-1.30,0.10
edge_9373_0529,lig_9373,lig_0529,1.5500000000000007,0.0,0.68,0.09
edge_9373_1495,lig_9373,lig_1495,2.91,1.37,4.18,0.18
edge_9373_5602,lig_9373,lig_5602,1.4600000000000009,0.0,0.02,0.13
edge_6674_6770,lig_6674,lig_6770,2.46,2.77,1.95,0.23
edge_2359_1495,lig_2359,lig_1495,2.7799999999999994,1.37,3.18,0.09
edge_2359_3040,lig_2359,lig_3040,1.33,0.0,1.52,0.09
edge_2359_3053,lig_2359,lig_3053,2.8200000000000003,2.83,4.00,0.22
edge_2359_3507,lig_2359,lig_3507,1.3399999999999999,0.0,2.88,0.17
edge_3053_8602,lig_3053,lig_8602,-2.5500000000000007,2.83,-2.73,0.22
edge_3507_0798,lig_3507,lig_0798,-0.9900000000000002,0.0,-2.78,0.07
edge_3507_6770,lig_3507,lig_6770,1.79,2.77,0.53,0.25
edge_8602_2606,lig_8602,lig_2606,0.9900000000000002,0.0,-0.45,0.06
edge_8602_5109,lig_8602,lig_5109,1.1400000000000006,0.0,1.14,0.05
edge_5602_1495,lig_5602,lig_1495,1.4499999999999993,1.37,2.33,0.25
edge_5602_3040,lig_5602,lig_3040,0.0,0.0,3.27,0.22
edge_5602_3507,lig_5602,lig_3507,0.009999999999999787,0.0,3.41,0.08
edge_5602_7454,lig_5602,lig_7454,1.6399999999999997,1.65,2.09,0.20
edge_8550_0798,lig_8550,lig_0798,-0.8100000000000005,0.0,-0.86,0.08
edge_8550_1495,lig_8550,lig_1495,1.6199999999999992,1.37,1.25,0.21
edge_8550_7454,lig_8550,lig_7454,1.8099999999999996,1.65,0.59,0.16
edge_8794_6674,lig_8794,lig_6674,-0.05000000000000071,0.0,-0.39,0.09
edge_8794_7454,lig_8794,lig_7454,2.249999999999999,1.65,-0.24,0.13
