name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
16,[H][C]1=[C]([H])[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])=[C]([H])[C]([C]([H])([H])[H])=[C]1[H],-9.29,0.0,-8.18,0.22
14,[H][C]1=[C]([H])[C]2=[C]([C]([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])=[N][N]2[H])[C]([H])=[C]1[C](=[O])[N]([H])[C]([H])([H])[H],-8.34,0.0,-7.38,0.46
15,[H][C]1=[C]([H])[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])=[C]([H])[C]([O][C]([H])([H])[H])=[C]1[O][C]([H])([H])[H],-7.69,0.0,-9.16,0.28
19,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-10.74,0.0,-10.00,0.21
20,[H][O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[N]1[N]=[C]([H])[C]([C]2=[C]([H])[C]([H])=[C]([C]([H])([H])[C]3=[N][N]([H])[C]4=[C]3[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]4[H])[C]([H])=[C]2[H])=[C]1[H],-10.7,0.0,-10.30,0.29
17,[H][C]1=[N][N]([C]([H])([H])[H])[C]2=[C]1[C]([H])=[C]([H])[C]([C]([H])([H])[C]1=[N][N]([H])[C]3=[C]1[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])=[C]2[H],-9.0,0.0,-6.54,0.33
45,[H][C]1=[N][N]([C]([H])([H])[H])[C]2=[C]1[C]([H])=[C]([C]([H])([H])[C]1=[N][N]([H])[C]3=[C]1[C]([H])=[C]([C](=[O])[N]1[C]([H])([H])[C]([H])([O][C]([H])([H])[H])[C]1([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]2[H],-11.19,0.0,-10.81,0.30
18,[H][C]1=[N][N]([C]([H])([H])[H])[C]2=[C]1[C]([H])=[C]([C]([H])([H])[C]1=[N][N]([H])[C]3=[C]1[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]2[H],-10.98,0.0,-8.67,0.26
13,[H][O][C]1=[C]([C](=[O])[N]2[C]([H])([H])[C]([H])([H])[C@]([H])([O][H])[C]2([H])[H])[C]([H])=[C]2[C]([C]([H])([H])[C]3=[C]([H])[C]([H])=[C]([H])[C]([C]([H])([H])[H])=[C]3[H])=[N][N]([H])[C]2=[C]1[H],-11.29,0.0,-8.94,0.60
25,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([N]([H])[S](=[O])(=[O])[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-9.8,0.0,-8.35,0.41
32,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-9.55,0.0,-9.82,0.21
35,[H][O][C]1([H])[C]([H])([H])[N]([C](=[O])[C]2=[C]([H])[C]3=[C]([C]([H])=[C]2[H])[N]([H])[N]=[C]3[C]([H])([H])[C]2=[C]([H])[C]([H])=[C]([C]3=[C]([H])[N]([C]([H])([H])[H])[N]=[C]3[H])[C]([H])=[C]2[H])[C]1([H])[H],-11.53,0.0,-12.42,0.26
21,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C]2=[C]([H])[N]([C]([H])([H])[H])[C]([H])=[N]2)[C]([H])=[C]3[H])[C]([H])=[C]1[H],-9.76,0.0,-8.59,0.31
26,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([N]2[C](=[O])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-10.22,0.0,-8.94,0.32
29,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([S](=[O])(=[O])[N]([H])[C]2([H])[C]([H])([H])[C]2([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-9.26,0.0,-10.45,0.37
41,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]2[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-11.29,0.0,-13.16,0.26
22,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C]2=[N][C]([H])=[C]([H])[N]2[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-10.29,0.0,-11.45,0.33
23,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C]2=[N][C]([H])=[C]([H])[C]([N]([H])[H])=[C]2[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-9.02,0.0,-9.47,0.39
34,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]2[C]([H])([H])[C]([F])([F])[C]2([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-11.19,0.0,-12.34,0.33
24,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([N]([H])[C](=[O])[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-10.35,0.0,-8.50,0.97
42,[H][O][C@]1([H])[C]([H])([H])[N]([C](=[O])[C]2=[C]([H])[C]3=[C]([C]([H])=[C]2[H])[N]([H])[N]=[C]3[C]([H])([H])[C]2=[C]([H])[C]3=[C]([C]([H])=[C]2[H])[N]([C]([H])([H])[H])[N]=[C]3[H])[C]([H])([H])[C]1([H])[H],-11.53,0.0,-10.73,0.44
27,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([N]([H])[C]([H])([H])[C]([H])([H])[N]([H])[C](=[O])[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-8.47,0.0,-8.86,0.38
36,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]2[C]([H])([H])[C]([H])([O][C]([H])([H])[H])[C]2([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-11.29,0.0,-12.49,0.29
28,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([N]2[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-6.21,0.0,-7.57,0.40
30,[H][O][C@]1([H])[C]([H])([H])[N]([C](=[O])[C]2=[C]([H])[C]3=[C]([C]([H])=[C]2[H])[N]([H])[N]=[C]3[C]([H])([H])[C]2=[C]([H])[C]([H])=[C]([C]3=[C]([H])[N]([C]([H])([H])[H])[N]=[C]3[H])[C]([H])=[C]2[H])[C]([H])([H])[C]1([H])[H],-11.7,0.0,-12.71,0.32
39,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]2[C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]2([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-11.53,0.0,-12.62,0.26
33,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]2([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-11.11,0.0,-10.70,0.23
