name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
13,[H][O][C]1=[C]([C](=[O])[N]2[C]([H])([H])[C]([H])([H])[C@]([H])([O][H])[C]2([H])[H])[C]([H])=[C]2[C]([C]([H])([H])[C]3=[C]([H])[C]([H])=[C]([H])[C]([C]([H])([H])[H])=[C]3[H])=[N][N]([H])[C]2=[C]1[H],-11.29,0.0,-10.05,0.48
14,[H][C]1=[C]([H])[C]2=[C]([C]([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])=[N][N]2[H])[C]([H])=[C]1[C](=[O])[N]([H])[C]([H])([H])[H],-8.34,0.0,-7.75,0.39
16,[H][C]1=[C]([H])[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])=[C]([H])[C]([C]([H])([H])[H])=[C]1[H],-9.29,0.0,-8.85,0.27
15,[H][C]1=[C]([H])[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])=[C]([H])[C]([O][C]([H])([H])[H])=[C]1[O][C]([H])([H])[H],-7.69,0.0,-7.87,0.68
19,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-10.74,0.0,-10.72,0.25
20,[H][O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[N]1[N]=[C]([H])[C]([C]2=[C]([H])[C]([H])=[C]([C]([H])([H])[C]3=[N][N]([H])[C]4=[C]3[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]4[H])[C]([H])=[C]2[H])=[C]1[H],-10.7,0.0,-10.86,0.29
17,[H][C]1=[N][N]([C]([H])([H])[H])[C]2=[C]1[C]([H])=[C]([H])[C]([C]([H])([H])[C]1=[N][N]([H])[C]3=[C]1[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])=[C]2[H],-9.0,0.0,-7.31,0.32
25,[H][C]1=[N][N]([C]([H])([H])[H])[C]([H])=[C]1[C]1=[C]([H])[C]([H])=[C]([C]([H])([H])[C]2=[N][N]([H])[C]3=[C]2[C]([H])=[C]([N]([H])[S](=[O])(=[O])[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]1[H],-9.8,0.0,-8.95,0.32
45,[H][C]1=[N][N]([C]([H])([H])[H])[C]2=[C]1[C]([H])=[C]([C]([H])([H])[C]1=[N][N]([H])[C]3=[C]1[C]([H])=[C]([C](=[O])[N]1[C]([H])([H])[C]([H])([O][C]([H])([H])[H])[C]1([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]2[H],-11.19,0.0,-11.23,0.43
18,[H][C]1=[N][N]([C]([H])([H])[H])[C]2=[C]1[C]([H])=[C]([C]([H])([H])[C]1=[N][N]([H])[C]3=[C]1[C]([H])=[C]([C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])=[C]3[H])[C]([H])=[C]2[H],-10.98,0.0,-10.09,0.48
