name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_CHEMBL3402741_400_CHEMBL3402763_90,lig_CHEMBL3402741_400,lig_CHEMBL3402763_90,-0.8900000000000006,0.0,0.99,0.42
edge_CHEMBL3402741_400_CHEMBL3402764_90,lig_CHEMBL3402741_400,lig_CHEMBL3402764_90,-0.8900000000000006,0.0,3.10,0.22
edge_CHEMBL3402763_90_CHEMBL3402764_90,lig_CHEMBL3402763_90,lig_CHEMBL3402764_90,0.0,0.0,1.67,0.17
edge_CHEMBL3402742_23_CHEMBL3402756_2.7,lig_CHEMBL3402742_23,lig_CHEMBL3402756_2.7,-1.2699999999999996,0.0,1.03,0.87
edge_CHEMBL3402742_23_CHEMBL3402763_90,lig_CHEMBL3402742_23,lig_CHEMBL3402763_90,0.8200000000000003,0.0,0.25,0.19
edge_CHEMBL3402743_42_CHEMBL3402742_23,lig_CHEMBL3402743_42,lig_CHEMBL3402742_23,-0.35999999999999943,0.0,1.13,0.21
edge_CHEMBL3402743_42_CHEMBL3402756_2.7,lig_CHEMBL3402743_42,lig_CHEMBL3402756_2.7,-1.629999999999999,0.0,0.26,0.54
edge_CHEMBL3402743_42_CHEMBL3402763_90,lig_CHEMBL3402743_42,lig_CHEMBL3402763_90,0.46000000000000085,0.0,-0.02,0.71
edge_CHEMBL3402743_42_CHEMBL3402764_90,lig_CHEMBL3402743_42,lig_CHEMBL3402764_90,0.46000000000000085,0.0,2.88,0.14
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,lig_CHEMBL3402744_300_4,lig_CHEMBL3402745_200_5,-0.25,0.0,-1.18,0.17
edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,lig_CHEMBL3402744_300_4,lig_CHEMBL3402752_30000_12,2.7399999999999993,0.0,1.47,0.34
edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,lig_CHEMBL3402744_300_4,lig_CHEMBL3402756_2.7,-2.8100000000000005,0.0,-3.68,0.92
edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,lig_CHEMBL3402744_300_4,lig_CHEMBL3402757_6.5,-2.290000000000001,0.0,-4.08,0.80
edge_CHEMBL3402745_200_5_CHEMBL3402742_23,lig_CHEMBL3402745_200_5,lig_CHEMBL3402742_23,-1.290000000000001,0.0,-0.61,0.25
edge_CHEMBL3402745_200_5_CHEMBL3402743_42,lig_CHEMBL3402745_200_5,lig_CHEMBL3402743_42,-0.9300000000000015,0.0,-1.90,0.22
edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,lig_CHEMBL3402745_200_5,lig_CHEMBL3402752_30000_12,2.9899999999999993,0.0,2.40,0.14
edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,lig_CHEMBL3402745_200_5,lig_CHEMBL3402756_2.7,-2.5600000000000005,0.0,-3.81,0.52
edge_CHEMBL3402752_30000_12_CHEMBL3402744_300_4,lig_CHEMBL3402752_30000_12,lig_CHEMBL3402744_300_4,-2.7399999999999993,0.0,-2.10,0.43
edge_CHEMBL3402752_30000_12_CHEMBL3402747_3400_7,lig_CHEMBL3402752_30000_12,lig_CHEMBL3402747_3400_7,-1.2999999999999998,0.0,-0.42,0.04
edge_CHEMBL3402752_30000_12_CHEMBL3402748_5300_8,lig_CHEMBL3402752_30000_12,lig_CHEMBL3402748_5300_8,-1.0300000000000002,0.0,1.10,0.21
edge_CHEMBL3402752_30000_12_CHEMBL3402749_500_9,lig_CHEMBL3402752_30000_12,lig_CHEMBL3402749_500_9,-2.4400000000000004,0.0,0.43,0.23
edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,lig_CHEMBL3402752_30000_12,lig_CHEMBL3402751_2100_11,-1.58,0.0,-0.65,0.03
edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,lig_CHEMBL3402752_30000_12,lig_CHEMBL3402754_40_14,-3.95,0.0,-4.58,0.19
edge_CHEMBL3402752_30000_12_CHEMBL3402755_4200_15,lig_CHEMBL3402752_30000_12,lig_CHEMBL3402755_4200_15,-1.17,0.0,0.20,0.42
edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,lig_CHEMBL3402757_6.5,lig_CHEMBL3402756_2.7,-0.5199999999999996,0.0,0.10,0.22
edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,lig_CHEMBL3402747_3400_7,lig_CHEMBL3402744_300_4,-1.4399999999999995,0.0,-0.27,0.28
edge_CHEMBL3402747_3400_7_CHEMBL3402745_200_5,lig_CHEMBL3402747_3400_7,lig_CHEMBL3402745_200_5,-1.6899999999999995,0.0,-2.02,0.14
edge_CHEMBL3402747_3400_7_CHEMBL3402748_5300_8,lig_CHEMBL3402747_3400_7,lig_CHEMBL3402748_5300_8,0.2699999999999996,0.0,1.42,0.12
edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,lig_CHEMBL3402747_3400_7,lig_CHEMBL3402749_500_9,-1.1400000000000006,0.0,0.70,0.14
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,lig_CHEMBL3402747_3400_7,lig_CHEMBL3402751_2100_11,-0.28000000000000025,0.0,0.19,0.14
edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,lig_CHEMBL3402747_3400_7,lig_CHEMBL3402752_30000_12,1.2999999999999998,0.0,0.48,0.27
edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,lig_CHEMBL3402747_3400_7,lig_CHEMBL3402755_4200_15,0.1299999999999999,0.0,-2.94,0.31
edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,lig_CHEMBL3402748_5300_8,lig_CHEMBL3402751_2100_11,-0.5499999999999998,0.0,-1.58,0.08
edge_CHEMBL3402749_500_9_CHEMBL3402747_3400_7,lig_CHEMBL3402749_500_9,lig_CHEMBL3402747_3400_7,1.1400000000000006,0.0,-0.64,0.11
