name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
CHEMBL1077204,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([F])([F])[F])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[N+]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-11.11,0.0,-13.65,0.49
CHEMBL1084676,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([F])([F])[F])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N]([H])[C](=[O])[O][C]([H])([H])[C]([H])([H])[N+]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-10.78,0.0,-12.70,0.47
CHEMBL1077227,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N+]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[S]1,-11.39,0.0,-11.81,0.18
CHEMBL1078998,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C]([H])([H])[C]([H])([H])[C]([H])([H])[C@]32[H])[S]1,-10.44,0.0,-11.69,0.20
CHEMBL1084935,[H][O][C]([H])([H])[C]([H])([H])[N@@+]([H])([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C@]1([H])[O][C@]2([H])[C]3=[C]([H])[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])=[C]([H])[C]([H])=[C]3[N]([H])[C@@]([H])([C]3=[C]([H])[C]([H])=[C]([H])[C]([H])=[C]3[H])[C@]2([H])[C]([H])([H])[C]1([H])[H],-10.6,0.0,-9.87,0.41
CHEMBL1085666,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([F])([F])[F])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N+]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-10.57,0.0,-10.12,0.20
CHEMBL1086410,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N+]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-11.53,0.0,-9.29,0.18
CHEMBL1078691,[H][O][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C]([H])([H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-10.25,0.0,-9.10,0.22
CHEMBL1089056,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C]([H])([H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-9.5,0.0,-10.69,0.20
CHEMBL1093088,[H][C]1=[N][N]([C]([H])([H])[C@]2([H])[O][C@]3([H])[C]4=[C]([H])[C]([C]([F])([F])[F])=[C]([H])[C]([H])=[C]4[N]([H])[C@@]([H])([C]4=[C]([H])[C]([H])=[C]([H])[C]([H])=[C]4[H])[C@]3([H])[C]([H])([H])[C]2([H])[H])[C]([H])=[N]1,-11.29,0.0,-11.67,0.31
CHEMBL1078774,[H][O][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C]([H])([H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[F],-10.67,0.0,-6.65,0.42
CHEMBL1088740,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([H])([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C]([H])([H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-8.75,0.0,-9.09,0.28
CHEMBL1082248,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([F])[C]([H])=[C]([Br])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N+]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-11.7,0.0,-11.59,0.20
CHEMBL1083517,[H][O][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([F])([F])[F])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N+]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-11.53,0.0,-9.47,0.21
CHEMBL1083836,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]4([H])[C]([H])([H])[C]4([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N+]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-10.92,0.0,-10.36,0.24
CHEMBL1096002,[H][O][C]([H])([H])[C]([H])([H])[N+]([H])([H])[C]([H])([H])[C@]1([H])[O][C@]2([H])[C]3=[C]([H])[C]([Cl])=[C]([H])[C]([F])=[C]3[N]([H])[C@@]([H])([C]3=[C]([H])[C]([H])=[C]([H])[C]([H])=[C]3[H])[C@]2([H])[C]([H])([H])[C]1([H])[H],-11.19,0.0,-11.31,0.38
CHEMBL1082249,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([F])[C]([H])=[C]([Br])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N+]([H])([H])[C]([H])([H])[C]([H])([H])[N]([H])[C](=[O])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-11.29,0.0,-11.83,0.42
CHEMBL1086409,[H][C]1=[C]([H])[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([F])([F])[F])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N+]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])=[C]([H])[C]([H])=[C]1[F],-9.93,0.0,-10.20,0.19
CHEMBL1084115,[H][C]1=[C]([H])[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])=[C]3[C@@]3([H])[O][C]([H])([H])[C]([H])([H])[C]([H])([H])[C@]32[H])=[C]([H])[S]1,-9.5,0.0,-9.73,0.20
CHEMBL1084677,[H][C]1=[C]([H])[C]([H])=[C]([C@]2([H])[N]([H])[C]3=[C]([H])[C]([H])=[C]([C]([F])([F])[F])[C]([H])=[C]3[C@@]3([H])[O][C@@]([H])([C]([H])([H])[N]([H])[S](=[O])(=[O])[C]([H])([H])[C]([H])([H])[N+]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]32[H])[C]([H])=[C]1[H],-11.53,0.0,-11.36,0.56
