name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
43249674,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5ccccc5Cl,-11.76,0.21,-10.41,0.22
48022468,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5c(cccc5Cl)F,-11.96,0.26,-10.97,0.24
49175789,CCCCOc1ccc(c(c1)c2nnc3n2c4cc(ccc4nc3C)CN5CCOCC5)Cl,-11.12,0.3,-13.72,0.21
48009208,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5ccc(cc5Cl)F,-11.01,0.27,-10.16,0.24
49137374,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(ccc5Cl)OC,-11.28,0.41,-10.92,0.26
48168913,Cc1c(cccn1)c2nnc3n2c4cc(ccc4nc3C)CN5CCOCC5,-10.42,0.32,-9.18,0.25
48271249,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(cnc5)OC,-10.87,0.11,-9.03,0.31
49585367,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(cnc5)OCCOC,-9.61,0.26,-8.78,0.21
49072088,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(cnc5)OC(C)C,-8.81,0.18,-10.68,0.39
49175828,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(ccc5Cl)OC(C)C,-12.01,0.49,-13.06,0.26
49580115,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(cnc5)OCCF,-10.12,0.27,-9.65,0.32
49220392,CCOc1ccc(c(c1)c2nnc3n2c4cc(ccc4nc3C)CN5CCOCC5)Cl,-11.27,0.29,-12.62,0.24
49137530,CCCCOc1cc(cnc1)c2nnc3n2c4cc(ccc4nc3C)CN5CCOCC5,-11.17,0.41,-10.67,0.15
49220548,CCCOc1ccc(c(c1)c2nnc3n2c4cc(ccc4nc3C)CN5CCOCC5)Cl,-11.24,0.23,-13.21,0.21
49932129,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(cnc5)CCOC,-9.68,0.34,-9.31,0.38
49396360,CCCOc1cc(cnc1)c2nnc3n2c4cc(ccc4nc3C)CN5CCOCC5,-10.32,0.22,-10.13,0.14
49582390,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(cnc5)OCC6CC6,-10.78,0.41,-10.24,0.15
49582468,CCOCc1cc(cnc1)c2nnc3n2c4cc(ccc4nc3C)CN5CCOCC5,-10.34,0.21,-9.83,0.28
49932714,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(cnc5)OCCCF,-9.87,0.01,-10.03,0.17
50107616,Cc1c2nnc(n2c3cc(ccc3n1)CN4CCOCC4)c5cc(cnc5)CCCOC,-9.44,0.43,-9.51,0.22
50181001,CCCCOc1cc(cnc1Cl)c2nnc3n2c4cc(ccc4nc3C)CN5CCOCC5,-9.51,0.07,-10.47,0.27
